"person_uri","organisation_uri","organisation_label","relationship"
http://www.wikidata.org/entity/Q102495,http://www.wikidata.org/entity/Q459620,German Academy for Language and Literature,membership
http://www.wikidata.org/entity/Q102495,http://www.wikidata.org/entity/Q49115,Cornell University,employment
http://www.wikidata.org/entity/Q102500016,http://www.wikidata.org/entity/Q151510,Heidelberg University,education
http://www.wikidata.org/entity/Q102626373,http://www.wikidata.org/entity/Q640652,University of Oklahoma,employment
http://www.wikidata.org/entity/Q102626373,http://www.wikidata.org/entity/Q838330,University of Wisconsin–Madison,education
http://www.wikidata.org/entity/Q10263971,http://www.wikidata.org/entity/Q209842,University of Paris,education
http://www.wikidata.org/entity/Q10263971,http://www.wikidata.org/entity/Q2749558,Universidade Federal do Ceará,employment
http://www.wikidata.org/entity/Q10267663,http://www.wikidata.org/entity/Q10279407,Law School of the Federal University of Ceará,education
http://www.wikidata.org/entity/Q10267663,http://www.wikidata.org/entity/Q10279427,"Faculdade de Economia, Administração, Atuária e Contabilidade",employment
http://www.wikidata.org/entity/Q10267663,http://www.wikidata.org/entity/Q586904,Federal University of Rio de Janeiro,education
http://www.wikidata.org/entity/Q10267663,http://www.wikidata.org/entity/Q586904,Federal University of Rio de Janeiro,employment
http://www.wikidata.org/entity/Q10268271,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q10270660,http://www.wikidata.org/entity/Q10302952,Instituto do Ceará,employment
http://www.wikidata.org/entity/Q10270660,http://www.wikidata.org/entity/Q273518,School for Advanced Studies in the Social Sciences,education
http://www.wikidata.org/entity/Q10270660,http://www.wikidata.org/entity/Q2749558,Universidade Federal do Ceará,education
http://www.wikidata.org/entity/Q10270660,http://www.wikidata.org/entity/Q2749558,Universidade Federal do Ceará,employment
http://www.wikidata.org/entity/Q10270660,http://www.wikidata.org/entity/Q7894366,Ceará State University,employment
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q1959511,National Research University – Higher School of Economics,education
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q201325,Ariel University,employment
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q230899,University of Manchester,education
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q2324493,Penza Pedagogical Institute named after V. G. Belinsky,education
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q2822458,Russian Presidential Academy of National Economy and Public Administration,employment
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q319239,Tel Aviv University,employment
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q4303876,Moscow School of Social and Economic Sciences,education
http://www.wikidata.org/entity/Q102738459,http://www.wikidata.org/entity/Q4303876,Moscow School of Social and Economic Sciences,employment
http://www.wikidata.org/entity/Q102741456,http://www.wikidata.org/entity/Q2497232,Brazilian Academy of Sciences,membership
http://www.wikidata.org/entity/Q10278387,http://www.wikidata.org/entity/Q835960,University of São Paulo,education
http://www.wikidata.org/entity/Q10278387,http://www.wikidata.org/entity/Q835960,University of São Paulo,employment
http://www.wikidata.org/entity/Q102812,http://www.wikidata.org/entity/Q13371,Harvard University,employment
http://www.wikidata.org/entity/Q10285385,http://www.wikidata.org/entity/Q2322256,Federal University of Pernambuco,education
http://www.wikidata.org/entity/Q10285385,http://www.wikidata.org/entity/Q835960,University of São Paulo,employment
http://www.wikidata.org/entity/Q102859199,http://www.wikidata.org/entity/Q184478,University of California,employment
http://www.wikidata.org/entity/Q102859199,http://www.wikidata.org/entity/Q263064,"University of California, Santa Barbara",education
http://www.wikidata.org/entity/Q102859199,http://www.wikidata.org/entity/Q263064,"University of California, Santa Barbara",employment
http://www.wikidata.org/entity/Q102859199,http://www.wikidata.org/entity/Q41506,Stanford University,education
http://www.wikidata.org/entity/Q102860680,http://www.wikidata.org/entity/Q1439629,Providence College,education
http://www.wikidata.org/entity/Q102860680,http://www.wikidata.org/entity/Q284777,Western Washington University,employment
http://www.wikidata.org/entity/Q102860680,http://www.wikidata.org/entity/Q41506,Stanford University,education
http://www.wikidata.org/entity/Q102860680,http://www.wikidata.org/entity/Q49118,Boston College,education
http://www.wikidata.org/entity/Q102867418,http://www.wikidata.org/entity/Q1247135,Universidad Carlos III de Madrid,education
http://www.wikidata.org/entity/Q102867418,http://www.wikidata.org/entity/Q221653,Utrecht University,education
http://www.wikidata.org/entity/Q102867418,http://www.wikidata.org/entity/Q49210,New York University,employment
http://www.wikidata.org/entity/Q102867418,http://www.wikidata.org/entity/Q6450969,Kyiv School of Economics,employment
http://www.wikidata.org/entity/Q102867418,http://www.wikidata.org/entity/Q84151,Taras Shevchenko National University of Kyiv,education
http://www.wikidata.org/entity/Q102867576,http://www.wikidata.org/entity/Q192334,University of North Carolina at Chapel Hill,education
http://www.wikidata.org/entity/Q102867711,http://www.wikidata.org/entity/Q21578,Princeton University,education
http://www.wikidata.org/entity/Q102867711,http://www.wikidata.org/entity/Q230492,University of Michigan,employment
http://www.wikidata.org/entity/Q10287853,http://www.wikidata.org/entity/Q835960,University of São Paulo,employment
http://www.wikidata.org/entity/Q10288670,http://www.wikidata.org/entity/Q232141,University of Chile,education
http://www.wikidata.org/entity/Q10288670,http://www.wikidata.org/entity/Q2422271,Instituto Nacional General José Miguel Carrera,education
http://www.wikidata.org/entity/Q10290043,http://www.wikidata.org/entity/Q835960,University of São Paulo,employment
http://www.wikidata.org/entity/Q10294685,http://www.wikidata.org/entity/Q209842,University of Paris,education
http://www.wikidata.org/entity/Q10294993,http://www.wikidata.org/entity/Q13371,Harvard University,employment
http://www.wikidata.org/entity/Q10294993,http://www.wikidata.org/entity/Q230492,University of Michigan,employment
http://www.wikidata.org/entity/Q10294993,http://www.wikidata.org/entity/Q371625,Brooklyn College,education
http://www.wikidata.org/entity/Q10294993,http://www.wikidata.org/entity/Q49112,Yale University,education
http://www.wikidata.org/entity/Q10294993,http://www.wikidata.org/entity/Q6559277,List College,education
http://www.wikidata.org/entity/Q1029622,http://www.wikidata.org/entity/Q659080,University of Bern,education
http://www.wikidata.org/entity/Q10296967,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q10296967,http://www.wikidata.org/entity/Q599316,The New School,employment
http://www.wikidata.org/entity/Q103030334,http://www.wikidata.org/entity/Q168756,"University of California, Berkeley",education
http://www.wikidata.org/entity/Q1030404,http://www.wikidata.org/entity/Q235034,University of Pittsburgh,employment
http://www.wikidata.org/entity/Q1030404,http://www.wikidata.org/entity/Q35794,University of Cambridge,education
http://www.wikidata.org/entity/Q1030404,http://www.wikidata.org/entity/Q35794,University of Cambridge,employment
http://www.wikidata.org/entity/Q1030404,http://www.wikidata.org/entity/Q5025455,Cambridge Institute of Criminology,employment
http://www.wikidata.org/entity/Q10304595,http://www.wikidata.org/entity/Q1557861,University of Évora,employment
http://www.wikidata.org/entity/Q10304595,http://www.wikidata.org/entity/Q1979891,NOVA University Lisbon,employment
http://www.wikidata.org/entity/Q10306556,http://www.wikidata.org/entity/Q132140,Federal University of Minas Gerais,education
http://www.wikidata.org/entity/Q10308077,http://www.wikidata.org/entity/Q1435379,Folha de S. Paulo,employment
http://www.wikidata.org/entity/Q10308077,http://www.wikidata.org/entity/Q835960,University of São Paulo,education
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q152087,Humboldt-Universität zu Berlin,education
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q219694,Complutense University of Madrid,education
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q3131781,Ecologists in Action,membership
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q3325616,Izquierda Anticapitalista,membership
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q421739,National University of Distance Education,education
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q43452,Autonomous University of Barcelona,education
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q6130847,Spanish Society of Ecologic Agriculture,membership
http://www.wikidata.org/entity/Q10308228,http://www.wikidata.org/entity/Q788091,Autonomous University of Madrid,employment
http://www.wikidata.org/entity/Q10308266,http://www.wikidata.org/entity/Q681025,University at Buffalo,education
http://www.wikidata.org/entity/Q10308266,http://www.wikidata.org/entity/Q712849,National Chengchi University,education
http://www.wikidata.org/entity/Q10309889,http://www.wikidata.org/entity/Q368643,University of Coimbra,education
http://www.wikidata.org/entity/Q10309889,http://www.wikidata.org/entity/Q368643,University of Coimbra,employment
http://www.wikidata.org/entity/Q10310170,http://www.wikidata.org/entity/Q1422903,University of Porto,education
http://www.wikidata.org/entity/Q103106570,http://www.wikidata.org/entity/Q13371,Harvard University,education
http://www.wikidata.org/entity/Q103106570,http://www.wikidata.org/entity/Q230492,University of Michigan,employment
http://www.wikidata.org/entity/Q10310858,http://www.wikidata.org/entity/Q10279490,"Faculty of Philosophy, Languages and Literature, and Human Sciences",employment
http://www.wikidata.org/entity/Q10310858,http://www.wikidata.org/entity/Q835960,University of São Paulo,employment
http://www.wikidata.org/entity/Q10312074,http://www.wikidata.org/entity/Q10279510,School of Arts and Humanities of the University of Lisbon,education
http://www.wikidata.org/entity/Q10312074,http://www.wikidata.org/entity/Q10317955,Escola Secundária Pedro Nunes,education
http://www.wikidata.org/entity/Q10312074,http://www.wikidata.org/entity/Q2886844,ISCTE – Lisbon University Institute,education
http://www.wikidata.org/entity/Q10312195,http://www.wikidata.org/entity/Q159102,Federal University of Bahia,education
http://www.wikidata.org/entity/Q10312656,http://www.wikidata.org/entity/Q131252,University of Chicago,education
http://www.wikidata.org/entity/Q10312656,http://www.wikidata.org/entity/Q2060678,University of Campinas,employment
http://www.wikidata.org/entity/Q10312656,http://www.wikidata.org/entity/Q2497232,Brazilian Academy of Sciences,membership
http://www.wikidata.org/entity/Q10312656,http://www.wikidata.org/entity/Q835960,University of São Paulo,education
http://www.wikidata.org/entity/Q10312656,http://www.wikidata.org/entity/Q835960,University of São Paulo,employment
http://www.wikidata.org/entity/Q10312682,http://www.wikidata.org/entity/Q209842,University of Paris,education
http://www.wikidata.org/entity/Q10314734,http://www.wikidata.org/entity/Q1394594,SGH Warsaw School of Economics,education
http://www.wikidata.org/entity/Q10314734,http://www.wikidata.org/entity/Q144488,University of Warsaw,employment
http://www.wikidata.org/entity/Q10314734,http://www.wikidata.org/entity/Q16567387,Committees of the Polish Academy of Sciences,membership
http://www.wikidata.org/entity/Q10314734,http://www.wikidata.org/entity/Q9364389,Łazarski University,employment
http://www.wikidata.org/entity/Q103157904,http://www.wikidata.org/entity/Q49088,Columbia University,education
http://www.wikidata.org/entity/Q103158081,http://www.wikidata.org/entity/Q380,Meta,employment
http://www.wikidata.org/entity/Q103158081,http://www.wikidata.org/entity/Q41506,Stanford University,employment
